run_index,pheromoneStrength,senseThreshold,evaporationRate,equal_branch_selected_balance,equal_branch_upper_selection_rate,equal_branch_mean_dominance,upper_bias_selection_rate,upper_bias_mean_dominance,biased_vs_equal_dominance_gain,equal_mean_food_trips,upper_bias_mean_food_trips,equal_branch_selected_balance_value,equal_branch_selected_balance_target,equal_branch_selected_balance_loss,equal_branch_mean_dominance_value,equal_branch_mean_dominance_target,equal_branch_mean_dominance_loss,upper_bias_selection_rate_value,upper_bias_selection_rate_target,upper_bias_selection_rate_loss,upper_bias_mean_dominance_value,upper_bias_mean_dominance_target,upper_bias_mean_dominance_loss,biased_vs_equal_dominance_gain_value,biased_vs_equal_dominance_gain_target,biased_vs_equal_dominance_gain_loss,loss,equal_output,upper_bias_output
1,95,10,90,0.6666666666666666,0.3333333333333333,0.1248,1.0,0.5152,0.39039999999999997,25.333,173.0,0.666667,0.5,0.555556,0.1248,0.28,1.12908,1.0,0.85,0.972222,0.5152,0.55,0.030276,0.3904,0.25,0.6084,3.295534,/home/s92137/ant_colony_sim/calibration_results/double_bridge_runs/001_pheromoneStrength-95_senseThreshold-10_evaporationRate-90_equal.csv,/home/s92137/ant_colony_sim/calibration_results/double_bridge_runs/001_pheromoneStrength-95_senseThreshold-10_evaporationRate-90_upper_bias.csv
2,130,10,90,0.6666666666666666,0.3333333333333333,0.092,1.0,0.5767,0.4847,29.333,181.0,0.666667,0.5,0.555556,0.092,0.28,1.65675,1.0,0.85,0.972222,0.5767,0.55,0.017822,0.4847,0.25,1.700126,4.902476,/home/s92137/ant_colony_sim/calibration_results/double_bridge_runs/002_pheromoneStrength-130_senseThreshold-10_evaporationRate-90_equal.csv,/home/s92137/ant_colony_sim/calibration_results/double_bridge_runs/002_pheromoneStrength-130_senseThreshold-10_evaporationRate-90_upper_bias.csv
