source_id,target_id,paper_title,source_url,species,figure_or_table,x_name,x_value,x_unit,y_name,y_value,y_unit,variance_type,variance_value,n,digitization_method,notes
dussutour_2004,traffic_pushing_redirect_probability,Optimal traffic organisation in ants under crowded conditions,https://arxiv.org/abs/cond-mat/0403142,Lasius niger,Figure 3d legend,frontal_encounter,1,binary encounter,pushing_redirect_probability_J,0.571,probability,ci95_half_width,0.057,16,figure_legend_numeric,"Figure 3d legend: linear regression slope equals 0.571 +/- 0.057 CI95%; points with <=3 encounters were excluded; 16 points per branch width from 2 branches x 4 experiments x 2 time intervals."
