seed,species,ants,days,bias_branch,bias_strength,upper_crossings,lower_crossings,total_crossings,upper_return_crossings,lower_return_crossings,return_crossings,selected_branch,return_selected_branch,dominance,return_dominance,food_trips,food_collected,food_pheromone,upper_food_pheromone,lower_food_pheromone,final_ants,dead
1,lasius,240,8,none,0,648,894,1542,109,221,330,lower,lower,0.1595,0.3394,179,892,39162,358,1547,240,0
2,lasius,240,8,none,0,782,1031,1813,156,283,439,lower,lower,0.1373,0.2893,277,1398,37454,1394,1154,240,0
3,lasius,241,8,none,0,1225,577,1802,376,106,482,upper,upper,0.3596,0.5602,337,1682,21933,1105,194,241,0
4,lasius,240,8,none,0,517,1176,1693,101,364,465,lower,lower,0.3892,0.5656,352,1789,9945,82,569,240,0
5,lasius,241,8,none,0,697,1050,1747,127,260,387,lower,lower,0.2021,0.3437,293,1451,42519,952,1820,241,0
6,lasius,240,8,none,0,800,1042,1842,146,251,397,lower,lower,0.1314,0.2645,231,1150,40047,851,1923,240,0
7,lasius,240,8,none,0,1112,299,1411,363,37,400,upper,upper,0.5762,0.815,351,1763,3782,132,23,240,0
8,lasius,240,8,none,0,982,793,1775,210,152,362,upper,upper,0.1065,0.1602,184,911,38963,1493,1256,240,0
