seed,species,ants,days,bias_branch,bias_strength,upper_crossings,lower_crossings,total_crossings,upper_return_crossings,lower_return_crossings,return_crossings,selected_branch,return_selected_branch,dominance,return_dominance,food_trips,food_collected,food_pheromone,upper_food_pheromone,lower_food_pheromone,final_ants,dead
1,lasius,240,8,upper,350,1175,350,1525,406,64,470,upper,upper,0.541,0.7277,364,1787,1551,40,8,240,0
2,lasius,240,8,upper,350,1161,241,1402,372,17,389,upper,upper,0.6562,0.9126,360,1793,512,17,1,240,0
3,lasius,240,8,upper,350,1191,479,1670,373,66,439,upper,upper,0.4263,0.6993,356,1804,501,7,2,240,0
4,lasius,241,8,upper,350,1141,431,1572,385,43,428,upper,upper,0.4517,0.7991,360,1801,2,0,0,241,0
5,lasius,240,8,upper,350,1197,358,1555,368,41,409,upper,upper,0.5395,0.7995,361,1796,1188,74,21,240,0
6,lasius,240,8,upper,350,1215,295,1510,378,26,404,upper,upper,0.6093,0.8713,367,1786,1325,27,97,240,0
7,lasius,241,8,upper,350,1194,558,1752,357,96,453,upper,upper,0.363,0.5762,362,1793,527,3,7,241,0
8,lasius,241,8,upper,350,1136,244,1380,357,20,377,upper,upper,0.6464,0.8939,355,1799,64,1,3,241,0
