seed,species,ants,days,bias_branch,bias_strength,upper_crossings,lower_crossings,total_crossings,upper_return_crossings,lower_return_crossings,return_crossings,selected_branch,return_selected_branch,dominance,return_dominance,food_trips,food_collected,food_pheromone,upper_food_pheromone,lower_food_pheromone,final_ants,dead
1,lasius,241,8,none,0,682,625,1307,134,99,233,upper,upper,0.0436,0.1502,127,642,27765,783,799,241,0
2,lasius,240,8,none,0,304,1033,1337,56,337,393,lower,lower,0.5453,0.715,313,1562,26712,231,1339,240,0
3,lasius,241,8,none,0,745,690,1435,121,116,237,upper,upper,0.0383,0.0211,144,721,31190,790,1190,241,0
4,lasius,241,8,none,0,623,621,1244,110,111,221,upper,lower,0.0016,0.0045,115,584,36237,1186,1097,241,0
5,lasius,240,8,none,0,1002,401,1403,311,75,386,upper,upper,0.4284,0.6114,328,1591,29360,1362,711,240,0
6,lasius,241,8,none,0,842,952,1794,203,266,469,lower,lower,0.0613,0.1343,126,619,17219,466,377,241,0
7,lasius,240,8,none,0,837,680,1517,166,126,292,upper,upper,0.1035,0.137,214,1086,35743,1497,1239,240,0
8,lasius,240,8,none,0,675,515,1190,126,106,232,upper,upper,0.1345,0.0862,168,839,35167,870,1284,240,0
