seed,species,ants,days,bias_branch,bias_strength,upper_crossings,lower_crossings,total_crossings,upper_return_crossings,lower_return_crossings,return_crossings,selected_branch,return_selected_branch,dominance,return_dominance,food_trips,food_collected,food_pheromone,upper_food_pheromone,lower_food_pheromone,final_ants,dead
1,lasius,240,4,none,0,321,224,545,104,55,159,upper,upper,0.178,0.3082,22,106,60168,2261,2021,240,0
2,lasius,240,4,none,0,264,271,535,42,37,79,lower,upper,0.0131,0.0633,15,84,38605,1830,1520,240,0
3,lasius,240,4,none,0,243,352,595,59,97,156,lower,lower,0.1832,0.2436,39,201,51557,1759,2129,240,0
