seed,species,ants,days,bias_branch,bias_strength,upper_crossings,lower_crossings,total_crossings,upper_return_crossings,lower_return_crossings,return_crossings,selected_branch,return_selected_branch,dominance,return_dominance,food_trips,food_collected,food_pheromone,upper_food_pheromone,lower_food_pheromone,final_ants,dead
1,lasius,240,8,upper,350,1135,455,1590,371,58,429,upper,upper,0.4277,0.7296,357,1800,2,0,0,240,0
2,lasius,240,8,upper,350,1168,309,1477,377,26,403,upper,upper,0.5816,0.871,361,1804,38,0,1,240,0
3,lasius,240,8,upper,350,1178,430,1608,368,64,432,upper,upper,0.4652,0.7037,362,1801,149,0,9,240,0
4,lasius,240,8,upper,350,1137,256,1393,356,18,374,upper,upper,0.6324,0.9037,356,1808,6,0,0,240,0
5,lasius,240,8,upper,350,1165,267,1432,375,34,409,upper,upper,0.6271,0.8337,364,1787,1974,31,48,240,0
6,lasius,241,8,upper,350,845,922,1767,240,247,487,lower,lower,0.0436,0.0144,363,1798,832,33,12,241,0
7,lasius,240,8,upper,350,1149,355,1504,372,40,412,upper,upper,0.5279,0.8058,366,1788,17,0,0,240,0
8,lasius,240,8,upper,350,1125,434,1559,379,43,422,upper,upper,0.4432,0.7962,367,1789,488,13,5,240,0
