seed,profile,ants_requested,pre_days,post_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
8,medium,240,4,4,initial_food,250,180,89,455,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2412553258,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,0,0,0,0,0,0,0,469,1957,75,0,0,89,90,0.055,0,0,25.9,59.2,0.24,89,0,89,455,0,22.25,0,0,0,211,3,0,0,0,26,0,16,112,0,75,0,0,0,0,0,26,76350,0,20435,0,0,0
8,medium,240,4,4,relocated_food,960,600,272,1383,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1299371506,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,0,0,1,1,0,0,0,1837,1924,72,0,0,93,91,0.055,0,0,26,58.2,0.27,361,0,361,1838,0,45.125,0,0,0,214,0,0,0,0,26,0,68,57,0,72,0,0,0,0,0,26,35738,0,26571,0,0,0
1,high,240,4,4,initial_food,250,180,47,241,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1407478938,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,255,1958,40,0,0,86,89,0.105,0,240,25.9,59.2,0.24,47,0,47,241,0,11.75,0,0,0,203,3,0,0,0,34,0,69,88,0,40,0,0,0,0,0,34,61255,0,28176,0,0,0
1,high,240,4,4,relocated_food,960,600,202,981,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3025857386,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,1,1,0,0,0,1213,1920,59,0,0,92,91,0.105,0,240,26,58.2,0.27,249,0,249,1222,0,31.125,0,0,0,206,0,0,0,0,34,0,36,94,0,59,0,0,0,0,0,34,40386,0,24398,0,0,0
2,high,240,4,4,initial_food,250,180,23,112,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1046049274,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,127,1962,59,0,0,86,89,0.105,0,240,25.9,59.2,0.24,23,0,23,112,0,5.75,0,0,0,199,5,0,0,0,36,0,52,88,0,59,0,0,0,0,0,36,75934,0,26775,0,0,0
2,high,240,4,4,relocated_food,960,600,201,976,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2593054219,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,157,48,36,0,0,0,0,0,0,0,1075,1922,61,0,0,92,91,0.1048,0,240,26,58.2,0.27,224,0,224,1088,0,28,0,0,0,205,0,0,0,0,36,0,42,91,0,61,0,0,0,0,0,36,37402,0,24863,0,0,0
3,high,240,4,4,initial_food,250,180,28,135,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1016877218,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,151,1962,45,0,0,86,89,0.105,0,240,25.9,59.2,0.24,28,0,28,135,0,7,0,0,0,210,7,0,0,0,23,0,86,79,0,45,0,0,0,0,0,23,58899,0,30737,0,0,0
3,high,240,4,4,relocated_food,960,600,135,672,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2788241073,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,792,1919,57,0,0,91,91,0.1047,1,240,26,58.2,0.27,163,0,163,807,0,20.375,0,0,0,218,0,0,0,0,23,0,21,129,0,57,0,0,0,0,0,23,59614,0,25981,0,0,0
4,high,240,4,4,initial_food,250,180,53,259,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2156422329,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,271,1960,50,0,0,87,90,0.105,0,240,25.9,59.2,0.24,53,0,53,259,0,13.25,0,0,0,206,6,0,0,0,28,0,64,94,0,50,0,0,0,0,0,28,57075,0,28594,0,0,0
4,high,240,4,4,relocated_food,960,600,64,302,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2353245718,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,1,1,0,0,0,551,1927,69,0,0,87,90,0.105,0,240,26,58.2,0.27,117,0,117,561,0,14.625,0,0,0,210,2,0,0,0,28,0,12,122,0,69,0,0,0,0,0,28,87933,0,25554,0,0,0
5,high,240,4,4,initial_food,250,180,39,201,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3245603507,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,215,1956,59,0,0,86,89,0.105,0,240,25.9,59.2,0.24,39,0,39,201,0,9.75,0,0,0,205,3,0,0,0,32,0,56,86,0,59,0,0,0,0,0,32,68585,0,27095,0,0,0
5,high,240,4,4,relocated_food,960,600,216,1072,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2846266695,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,1,0,1,0,0,0,1268,1920,63,0,0,92,91,0.105,0,240,26,58.2,0.27,255,0,255,1273,0,31.875,0,0,0,208,0,0,0,0,32,0,28,99,0,63,0,0,0,0,0,32,57966,0,24520,0,0,0
6,high,240,4,4,initial_food,250,180,60,293,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3078342727,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,0,0,0,0,0,0,306,1955,61,0,0,88,89,0.105,0,240,25.9,59.2,0.24,60,0,60,293,0,15,0,0,0,209,3,0,0,0,28,0,56,92,0,61,0,0,0,0,0,28,64499,0,26283,0,0,0
6,high,240,4,4,relocated_food,960,600,159,799,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2116079016,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,1,0,0,1,0,0,0,1087,1920,71,0,0,91,91,0.105,0,240,26,58.2,0.27,219,0,219,1092,0,27.375,0,0,0,212,0,0,0,0,28,0,24,106,0,71,0,0,0,0,0,28,62382,0,25446,0,0,0
7,high,240,4,4,initial_food,250,180,26,140,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3784641958,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,0,0,0,0,0,153,1957,58,0,0,85,88,0.105,0,240,25.9,59.2,0.24,26,0,26,140,0,6.5,0,0,0,198,13,0,0,0,29,0,70,79,0,58,0,0,0,0,0,29,63431,0,28553,0,0,0
7,high,240,4,4,relocated_food,960,600,232,1172,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2256335070,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,1,1,0,0,0,1297,1914,53,0,0,92,91,0.105,0,240,26,58.2,0.27,258,0,258,1312,0,32.25,0,0,0,211,0,0,0,0,29,0,29,108,0,53,0,0,0,0,0,29,41323,0,24914,0,0,0
8,high,240,4,4,initial_food,250,180,36,179,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1218119474,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,0,0,0,0,0,0,0,194,1960,41,0,0,86,89,0.105,0,240,25.9,59.2,0.24,36,0,36,179,0,9,0,0,0,212,2,0,0,0,26,0,68,101,0,41,0,0,0,0,0,26,56315,0,30157,0,0,0
8,high,240,4,4,relocated_food,960,600,194,969,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4259404731,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,0,0,1,1,0,0,0,1141,1923,59,0,0,91,91,0.105,0,240,26,58.2,0.27,230,0,230,1148,0,28.75,0,0,0,214,0,0,0,0,26,0,30,108,0,59,0,0,0,0,0,26,58370,0,25584,0,0,0
1,diverse,240,4,4,initial_food,250,180,35,180,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2733079979,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,192,1956,72,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,35,0,35,180,0,8.75,0,0,0,184,22,0,0,0,34,0,20,104,0,72,0,0,0,0,0,34,83948,0,22927,0,0,0
1,diverse,240,4,4,relocated_food,960,600,147,723,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3805010655,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,1,0,1,0,0,0,892,1922,55,0,0,90,91,0.0604,72,72,26,58.2,0.27,182,0,182,903,0,22.75,0,0,0,206,0,0,0,0,34,0,69,71,0,55,0,0,0,0,0,34,40458,0,27356,0,0,0
2,diverse,240,4,4,initial_food,250,180,118,593,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2094451041,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,604,1956,49,0,0,90,90,0.0604,72,72,25.9,59.2,0.24,118,0,118,593,0,29.5,0,0,0,203,1,0,0,0,36,0,39,97,0,49,0,0,0,0,0,36,42216,0,24322,0,0,0
2,diverse,240,4,4,relocated_food,960,600,168,860,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1747885459,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,1,0,1,0,0,0,1447,1926,67,0,0,92,91,0.0604,72,72,26,58.2,0.27,286,0,286,1453,0,35.75,0,0,0,204,0,0,0,0,36,0,54,77,0,67,0,0,0,0,0,36,44033,0,24000,0,0,0
