seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
1,high,240,4,4,0.5,relocated_late,220,620,32,165,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4189609539,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,1,0,1,0,0,0,254,1941,14,0,0,84,87,0.105,0,240,26,58.2,0.27,51,0,51,256,0,6.375,0,0,0,206,0,0,0,0,34,0,0,0,0,14,0,0,0,0,0,34,26100,0,31235,0,0,0
1,high,240,4,4,0.5,relocated_total,220,620,35,178,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4189609539,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,1,0,1,0,0,0,254,1941,14,0,0,84,87,0.105,0,240,26,58.2,0.27,51,0,51,256,0,6.375,0,0,0,206,0,0,0,0,34,0,0,0,0,14,0,0,0,0,0,34,26100,0,31235,0,0,0
2,high,240,4,4,0.5,initial_food,960,180,20,104,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3754704191,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,118,1962,20,0,0,86,89,0.105,0,240,25.9,59.2,0.24,20,0,20,104,0,5,0,0,0,200,4,0,0,0,36,0,0,0,0,20,0,0,0,0,0,36,24288,0,31418,0,0,0
2,high,240,4,4,0.5,relocated_early,220,620,7,41,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2002378408,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,1,0,1,0,0,0,157,1960,26,0,0,85,89,0.105,0,240,25.9,59,0.25,27,0,27,145,0,6,0,0,0,201,3,0,0,0,36,0,0,0,0,26,0,0,0,0,0,36,31179,0,30770,0,0,0
2,high,240,4,4,0.5,relocated_late,220,620,47,239,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4042963384,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,157,48,36,0,0,0,0,0,0,0,385,1943,10,0,0,85,87,0.1048,0,240,26,58.2,0.27,74,0,74,384,0,9.25,0,0,0,205,0,0,0,0,36,0,0,1,0,10,0,0,0,0,0,36,25587,0,31800,0,0,0
2,high,240,4,4,0.5,relocated_total,220,620,54,280,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4042963384,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,157,48,36,0,0,0,0,0,0,0,385,1943,10,0,0,85,87,0.1048,0,240,26,58.2,0.27,74,0,74,384,0,9.25,0,0,0,205,0,0,0,0,36,0,0,1,0,10,0,0,0,0,0,36,25587,0,31800,0,0,0
3,high,240,4,4,0.5,initial_food,960,180,16,76,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2093256125,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,89,1963,13,0,0,86,88,0.105,0,240,25.9,59.2,0.24,16,0,16,76,0,4,0,0,0,214,3,0,0,0,23,0,0,0,0,13,0,0,0,0,0,23,17447,0,33982,0,0,0
3,high,240,4,4,0.5,relocated_early,220,620,6,32,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3915308498,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,1,0,1,0,0,0,118,1960,24,0,0,86,88,0.105,0,240,25.9,59,0.25,22,0,22,108,0,4.889,0,0,0,216,1,0,0,0,23,0,0,0,0,24,0,0,0,0,0,23,25112,0,33282,0,0,0
3,high,240,4,4,0.5,relocated_late,220,620,46,234,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4084888453,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,341,1941,15,0,0,85,87,0.1048,0,240,26,58.2,0.27,68,0,68,342,0,8.5,0,0,0,218,0,0,0,0,23,0,0,1,0,15,0,0,0,0,0,23,29998,0,33755,0,0,0
3,high,240,4,4,0.5,relocated_total,220,620,52,266,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4084888453,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,164,54,23,0,0,0,0,0,0,0,341,1941,15,0,0,85,87,0.1048,0,240,26,58.2,0.27,68,0,68,342,0,8.5,0,0,0,218,0,0,0,0,23,0,0,1,0,15,0,0,0,0,0,23,29998,0,33755,0,0,0
4,high,240,4,4,0.5,initial_food,960,180,13,68,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1542849375,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,81,1962,16,0,0,85,89,0.105,0,240,25.9,59.2,0.24,13,0,13,68,0,3.25,0,0,0,199,13,0,0,0,28,0,0,0,0,16,0,0,0,0,0,28,25870,0,32403,0,0,0
4,high,240,4,4,0.5,relocated_early,220,620,4,18,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2886146615,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,1,0,0,1,0,0,0,96,1959,24,0,0,84,89,0.105,0,240,25.9,59,0.25,17,0,17,86,0,3.778,0,0,0,202,10,0,0,0,28,0,0,0,0,24,0,0,0,0,0,28,30788,0,31964,0,0,0
4,high,240,4,4,0.5,relocated_late,220,620,50,249,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,778107558,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,1,0,1,0,0,0,333,1942,13,0,0,84,88,0.105,0,240,26,58.2,0.27,67,0,67,335,0,8.375,0,0,0,212,0,0,0,0,28,0,0,0,0,13,0,0,0,0,0,28,31700,0,32227,0,0,0
4,high,240,4,4,0.5,relocated_total,220,620,54,267,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,778107558,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,1,0,1,0,0,0,333,1942,13,0,0,84,88,0.105,0,240,26,58.2,0.27,67,0,67,335,0,8.375,0,0,0,212,0,0,0,0,28,0,0,0,0,13,0,0,0,0,0,28,31700,0,32227,0,0,0
5,high,240,4,4,0.5,initial_food,960,180,21,103,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2587442516,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,116,1955,11,0,0,86,89,0.105,0,240,25.9,59.2,0.24,21,0,21,103,0,5.25,0,0,0,207,1,0,0,0,32,0,0,0,0,11,0,0,0,0,0,32,18534,0,32351,0,0,0
5,high,240,4,4,0.5,relocated_early,220,620,4,20,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4108069746,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,1,0,0,1,0,0,0,133,1951,17,0,0,86,89,0.105,0,240,25.9,58.9,0.25,25,0,25,123,0,5.556,0,0,0,207,1,0,0,0,32,0,0,0,0,17,0,0,0,0,0,32,21392,0,31619,0,0,0
5,high,240,4,4,0.5,relocated_late,220,620,35,171,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4185510288,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,161,47,33,0,0,0,0,0,0,0,295,1936,21,0,0,84,88,0.1048,0,240,26,58.2,0.27,60,0,60,294,0,7.5,0,0,0,208,0,0,0,0,33,0,0,0,0,21,0,0,0,0,0,33,35728,0,31562,0,0,0
5,high,240,4,4,0.5,relocated_total,220,620,39,191,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4185510288,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,161,47,33,0,0,0,0,0,0,0,295,1936,21,0,0,84,88,0.1048,0,240,26,58.2,0.27,60,0,60,294,0,7.5,0,0,0,208,0,0,0,0,33,0,0,0,0,21,0,0,0,0,0,33,35728,0,31562,0,0,0
6,high,240,4,4,0.5,initial_food,960,180,20,107,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,904275086,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,0,0,0,0,0,0,120,1958,13,0,0,86,89,0.105,0,240,25.9,59.2,0.24,20,0,20,107,0,5,0,0,0,208,4,0,0,0,28,0,0,0,0,13,0,0,0,0,0,28,21864,0,32896,0,0,0
6,high,240,4,4,0.5,relocated_early,220,620,5,23,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,425189822,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,1,0,1,0,0,0,141,1955,23,0,0,86,89,0.105,0,240,25.9,59,0.25,25,0,25,130,0,5.556,0,0,0,209,3,0,0,0,28,0,0,0,0,23,0,0,0,0,0,28,28737,0,32004,0,0,0
6,high,240,4,4,0.5,relocated_late,220,620,48,251,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4031502927,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,0,1,1,0,0,0,379,1936,22,0,0,86,88,0.105,0,240,26,58.2,0.27,73,0,73,381,0,9.125,0,0,0,212,0,0,0,0,28,0,0,0,0,22,0,0,0,0,0,28,36866,0,31629,0,0,0
6,high,240,4,4,0.5,relocated_total,220,620,53,274,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4031502927,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,0,1,1,0,0,0,379,1936,22,0,0,86,88,0.105,0,240,26,58.2,0.27,73,0,73,381,0,9.125,0,0,0,212,0,0,0,0,28,0,0,0,0,22,0,0,0,0,0,28,36866,0,31629,0,0,0
7,high,240,4,4,0.5,initial_food,960,180,15,74,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2358075027,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,0,0,0,0,0,87,1958,14,0,0,85,88,0.105,0,240,25.9,59.2,0.24,15,0,15,74,0,3.75,0,0,0,208,3,0,0,0,29,0,0,0,0,14,0,0,0,0,0,29,19538,0,32975,0,0,0
7,high,240,4,4,0.5,relocated_early,220,620,2,13,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2762930511,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,1,0,0,1,0,0,0,98,1955,31,0,0,85,88,0.105,0,240,25.9,58.9,0.25,17,0,17,87,0,3.778,0,0,0,209,2,0,0,0,29,0,0,0,0,31,0,0,0,0,0,29,29875,0,31802,0,0,0
7,high,240,4,4,0.5,relocated_late,220,620,48,241,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3951166719,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,1,0,0,1,0,0,0,328,1937,23,0,0,84,87,0.105,0,240,26,58.2,0.27,65,0,65,328,0,8.125,0,0,0,210,1,0,0,0,29,0,0,0,0,23,0,0,0,0,0,29,38540,0,31626,0,0,0
7,high,240,4,4,0.5,relocated_total,220,620,50,254,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3951166719,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,1,0,0,1,0,0,0,328,1937,23,0,0,84,87,0.105,0,240,26,58.2,0.27,65,0,65,328,0,8.125,0,0,0,210,1,0,0,0,29,0,0,0,0,23,0,0,0,0,0,29,38540,0,31626,0,0,0
8,high,240,4,4,0.5,initial_food,960,180,19,93,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3384326517,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,0,0,0,0,0,0,0,107,1962,14,0,0,85,89,0.105,0,240,25.9,59.2,0.24,19,0,19,93,0,4.75,0,0,0,214,0,0,0,0,26,0,0,0,0,14,0,0,0,0,0,26,19124,0,33245,0,0,0
8,high,240,4,4,0.5,relocated_early,220,620,4,20,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3776783343,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,153,61,26,1,0,0,1,0,0,0,124,1958,18,0,0,85,89,0.105,0,240,25.9,59,0.25,23,0,23,113,0,5.111,0,0,0,214,0,0,0,0,26,0,0,0,0,18,0,0,0,0,0,26,23387,0,32857,0,0,0
8,high,240,4,4,0.5,relocated_late,220,620,41,208,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,39207529,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,154,61,26,0,0,0,0,0,0,0,319,1941,13,0,0,85,88,0.1049,0,241,26,58.2,0.27,64,0,64,321,0,8,0,0,0,215,0,0,0,0,26,0,0,0,0,13,0,0,0,0,0,26,25181,0,33335,0,0,0
8,high,240,4,4,0.5,relocated_total,220,620,45,228,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,39207529,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,154,61,26,0,0,0,0,0,0,0,319,1941,13,0,0,85,88,0.1049,0,241,26,58.2,0.27,64,0,64,321,0,8,0,0,0,215,0,0,0,0,26,0,0,0,0,13,0,0,0,0,0,26,25181,0,33335,0,0,0
1,diverse,240,4,4,0.5,initial_food,960,180,19,84,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4243267637,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,98,1961,67,0,0,85,89,0.0604,72,72,25.9,59.2,0.24,19,0,19,84,0,4.75,0,0,0,179,27,0,0,0,34,0,37,39,0,67,0,0,0,0,0,34,66320,0,24582,0,0,0
1,diverse,240,4,4,0.5,relocated_early,220,620,9,40,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,597649330,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,1,0,0,1,0,0,0,133,1955,65,0,0,85,89,0.0604,72,72,25.9,59,0.25,28,0,28,124,0,6.222,0,0,0,184,22,0,0,0,34,0,25,51,0,65,0,0,0,0,0,34,71085,0,23921,0,0,0
1,diverse,240,4,4,0.5,relocated_late,220,620,69,327,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3248404698,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,155,52,34,0,0,0,0,0,0,0,431,1929,5,0,0,88,90,0.0603,73,72,26,58.2,0.27,97,0,97,451,0,12.125,0,0,0,207,0,0,0,0,34,0,78,54,0,5,0,0,0,0,0,34,15334,0,29102,0,0,0
1,diverse,240,4,4,0.5,relocated_total,220,620,78,367,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3248404698,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,155,52,34,0,0,0,0,0,0,0,431,1929,5,0,0,88,90,0.0603,73,72,26,58.2,0.27,97,0,97,451,0,12.125,0,0,0,207,0,0,0,0,34,0,78,54,0,5,0,0,0,0,0,34,15334,0,29102,0,0,0
2,diverse,240,4,4,0.5,initial_food,960,180,28,133,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1197662097,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,147,1959,53,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,28,0,28,133,0,7,0,0,0,196,8,0,0,0,36,0,35,49,0,53,0,0,0,0,0,36,51619,0,24880,0,0,0
2,diverse,240,4,4,0.5,relocated_early,220,620,30,156,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,260371367,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,1,0,0,1,0,0,0,298,1954,27,0,0,87,90,0.0604,72,72,25.9,59,0.25,58,0,58,289,0,12.889,0,0,0,201,3,0,0,0,36,0,26,63,0,27,0,0,0,0,0,36,41862,0,26200,0,0,0
2,diverse,240,4,4,0.5,relocated_late,220,620,42,201,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1023290671,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,1,0,1,0,0,0,479,1933,7,0,0,87,89,0.0604,72,72,26,58.2,0.27,100,0,100,490,0,12.5,0,0,0,204,0,0,0,0,36,0,77,50,0,7,0,0,0,0,0,36,17464,0,30299,0,0,0
2,diverse,240,4,4,0.5,relocated_total,220,620,72,357,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1023290671,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,1,0,1,0,0,0,479,1933,7,0,0,87,89,0.0604,72,72,26,58.2,0.27,100,0,100,490,0,12.5,0,0,0,204,0,0,0,0,36,0,77,50,0,7,0,0,0,0,0,36,17464,0,30299,0,0,0
3,diverse,240,4,4,0.5,initial_food,960,180,13,66,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,411248868,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,81,1963,52,0,0,85,88,0.0604,72,72,25.9,59.2,0.24,13,0,13,66,0,3.25,0,0,0,207,10,0,0,0,23,0,46,60,0,52,0,0,0,0,0,23,61909,0,30100,0,0,0
3,diverse,240,4,4,0.5,relocated_early,220,620,3,10,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1783269659,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,1,0,0,1,0,0,0,87,1957,60,0,0,85,89,0.0604,72,72,25.9,59,0.25,16,0,16,76,0,3.556,0,0,0,207,10,0,0,0,23,0,31,70,0,60,0,0,0,0,0,23,69024,0,28327,0,0,0
3,diverse,240,4,4,0.5,relocated_late,220,620,73,376,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2995278973,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,1,1,0,0,0,432,1926,9,0,0,88,90,0.0604,72,72,26,58.2,0.27,89,0,89,452,0,11.125,0,0,0,217,0,0,0,0,23,0,68,70,0,9,0,0,0,0,0,23,26120,0,31885,0,0,0
3,diverse,240,4,4,0.5,relocated_total,220,620,76,386,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2995278973,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,1,1,0,0,0,432,1926,9,0,0,88,90,0.0604,72,72,26,58.2,0.27,89,0,89,452,0,11.125,0,0,0,217,0,0,0,0,23,0,68,70,0,9,0,0,0,0,0,23,26120,0,31885,0,0,0
4,diverse,240,4,4,0.5,initial_food,960,180,74,382,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2769979781,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,390,1956,43,0,0,88,90,0.0604,72,72,25.9,59.2,0.24,74,0,74,382,0,18.5,0,0,0,207,5,0,0,0,28,0,37,68,0,43,0,0,0,0,0,28,42625,0,27039,0,0,0
4,diverse,240,4,4,0.5,relocated_early,220,620,27,141,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4062401114,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,1,0,1,0,0,0,527,1952,25,0,0,89,90,0.0604,72,72,25.9,59,0.25,101,0,101,523,0,22.444,0,0,0,209,3,0,0,0,28,0,44,51,0,25,0,0,0,0,0,28,37594,0,28242,0,0,0
4,diverse,240,4,4,0.5,relocated_late,220,620,58,294,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1847371133,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,1,1,0,0,0,806,1930,43,0,0,89,90,0.0604,72,72,26,58.2,0.27,159,0,159,817,0,19.875,0,0,0,212,0,0,0,0,28,0,58,43,0,43,0,0,0,0,0,28,38745,0,30020,0,0,0
4,diverse,240,4,4,0.5,relocated_total,220,620,85,435,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1847371133,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,1,1,0,0,0,806,1930,43,0,0,89,90,0.0604,72,72,26,58.2,0.27,159,0,159,817,0,19.875,0,0,0,212,0,0,0,0,28,0,58,43,0,43,0,0,0,0,0,28,38745,0,30020,0,0,0
5,diverse,240,4,4,0.5,initial_food,960,180,7,32,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3495645251,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,39,1950,83,0,0,86,90,0.0604,72,72,25.9,59.2,0.24,7,0,7,32,0,1.75,0,0,0,49,159,0,0,0,32,0,25,45,0,83,0,0,0,0,0,32,59569,0,22666,0,0,0
5,diverse,240,4,4,0.5,relocated_early,220,620,32,162,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3038027341,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,1,0,0,1,0,0,0,194,1944,57,0,0,88,91,0.0604,72,72,25.9,59,0.25,39,0,39,194,0,8.667,0,0,0,161,47,0,0,0,32,0,23,56,0,57,0,0,0,0,0,32,49767,0,21706,0,0,0
5,diverse,240,4,4,0.5,relocated_late,220,620,69,332,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1596276507,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,162,47,32,0,0,0,0,0,0,0,506,1923,12,0,0,89,90,0.0604,72,72,26,58.2,0.27,108,0,108,526,0,13.5,0,0,0,207,2,0,0,0,32,0,88,50,0,12,0,0,0,0,0,32,17832,0,29853,0,0,0
5,diverse,240,4,4,0.5,relocated_total,220,620,101,494,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1596276507,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,162,47,32,0,0,0,0,0,0,0,506,1923,12,0,0,89,90,0.0604,72,72,26,58.2,0.27,108,0,108,526,0,13.5,0,0,0,207,2,0,0,0,32,0,88,50,0,12,0,0,0,0,0,32,17832,0,29853,0,0,0
6,diverse,240,4,4,0.5,initial_food,960,180,12,57,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2218934235,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,0,0,0,0,0,0,0,73,1960,52,0,0,86,89,0.0604,72,72,25.9,59.2,0.24,12,0,12,57,0,3,0,0,0,181,31,0,0,0,28,0,32,66,0,52,0,0,0,0,0,28,58352,0,27107,0,0,0
6,diverse,240,4,4,0.5,relocated_early,220,620,6,31,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3179746357,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,152,60,28,1,0,0,1,0,0,0,99,1953,48,0,0,86,89,0.0604,72,72,25.9,59,0.25,18,0,18,88,0,4,0,0,0,186,26,0,0,0,28,0,23,73,0,48,0,0,0,0,0,28,52719,0,27076,0,0,0
6,diverse,240,4,4,0.5,relocated_late,220,620,52,267,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4277867098,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,153,60,28,0,0,0,0,0,0,0,336,1925,11,0,0,88,90,0.0603,72,72,26,58.2,0.27,70,0,70,355,0,8.75,0,0,0,212,1,0,0,0,28,0,62,70,0,11,0,0,0,0,0,28,32534,0,30833,0,0,0
6,diverse,240,4,4,0.5,relocated_total,220,620,58,298,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,4277867098,lasius,1.4,241,120,100,80,10,26,58,45,25,95,0,12,241,1,153,60,28,0,0,0,0,0,0,0,336,1925,11,0,0,88,90,0.0603,72,72,26,58.2,0.27,70,0,70,355,0,8.75,0,0,0,212,1,0,0,0,28,0,62,70,0,11,0,0,0,0,0,28,32534,0,30833,0,0,0
7,diverse,240,4,4,0.5,initial_food,960,180,49,241,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3019375897,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,0,0,0,0,0,251,1951,36,0,0,87,89,0.0604,72,72,25.9,59.2,0.24,49,0,49,241,0,12.25,0,0,0,192,19,0,0,0,29,0,36,77,0,36,0,0,0,0,0,29,45975,0,26288,0,0,0
7,diverse,240,4,4,0.5,relocated_early,220,620,26,123,4.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1311185384,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,1,0,0,1,0,0,0,370,1946,21,0,0,88,89,0.0604,72,72,25.9,58.9,0.25,75,0,75,364,0,16.667,0,0,0,204,7,0,0,0,29,0,40,62,0,21,0,0,0,0,0,29,39137,0,28193,0,0,0
7,diverse,240,4,4,0.5,relocated_late,220,620,92,448,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,147027966,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,1,1,0,0,0,800,1923,38,0,0,89,89,0.0604,72,72,26,58.2,0.27,167,0,167,812,0,20.875,0,0,0,209,2,0,0,0,29,0,56,47,0,38,0,0,0,0,0,29,38751,0,27729,0,0,0
7,diverse,240,4,4,0.5,relocated_total,220,620,118,571,8,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,147027966,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,166,45,29,0,0,1,1,0,0,0,800,1923,38,0,0,89,89,0.0604,72,72,26,58.2,0.27,167,0,167,812,0,20.875,0,0,0,209,2,0,0,0,29,0,56,47,0,38,0,0,0,0,0,29,38751,0,27729,0,0,0
