seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,avg_traffic_load,traffic_max_cell,traffic_mean_occupied_cell,traffic_congested_cells,ants_with_food_memory,avg_food_memory_strength,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,state_traffic_detour,state_checking_known_food_site,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
3,medium,240,4,4,0.5,initial_food,960,180,21,96,4,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,2762117507,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,105,1953,80,0,0,86,90,0.055,0.247,10,1.86,4,81,0.53,0,0,25.9,59.2,0.24,21,0,21,96,0,5.25,0,0,0,214,3,0,0,0,23,0,66,63,0,80,0,0,0,0,0,23,0,0,54600,0,25076,0,0,0
3,medium,240,4,4,0.5,relocated_early,220,620,19,90,4.5,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,1895162948,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,1,0,0,1,0,0,0,187,1945,62,0,0,87,91,0.055,0.273,11,1.82,5,66,0.525,0,0,25.9,59,0.25,40,0,40,186,0,8.889,0,0,0,215,2,0,0,0,23,0,65,89,0,62,0,0,0,0,0,23,0,0,46089,0,22651,0,0,0
3,medium,240,4,4,0.5,relocated_late,220,620,91,447,8,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,2308714017,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,1,1,0,0,0,601,1917,36,0,0,90,92,0.055,0.127,7,1.51,3,40,0.499,0,0,26,58.2,0.27,131,0,131,633,0,16.375,0,0,0,217,0,0,0,0,23,0,96,83,0,36,0,0,0,0,0,23,0,0,36038,0,26299,0,0,0
3,medium,240,4,4,0.5,relocated_total,220,620,110,537,8,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,2308714017,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,1,1,0,0,0,601,1917,36,0,0,90,92,0.055,0.127,7,1.51,3,40,0.499,0,0,26,58.2,0.27,131,0,131,633,0,16.375,0,0,0,217,0,0,0,0,23,0,96,83,0,36,0,0,0,0,0,23,0,0,36038,0,26299,0,0,0
4,medium,240,4,4,0.5,initial_food,960,180,20,113,4,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,735003552,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,0,0,0,0,0,0,123,1957,65,0,0,85,90,0.055,0.184,8,1.68,3,65,0.535,0,0,25.9,59.2,0.24,20,0,20,113,0,5,0,0,0,204,8,0,0,0,28,0,62,79,0,65,0,0,0,0,0,28,0,0,56966,0,25925,0,0,0
4,medium,240,4,4,0.5,relocated_early,220,620,2,10,4.5,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,4293057055,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,1,0,0,1,0,0,0,126,1950,65,0,0,85,91,0.055,0.196,9,1.57,2,66,0.527,0,0,25.9,59,0.25,22,0,22,123,0,4.889,0,0,0,204,8,0,0,0,28,0,64,82,0,65,0,0,0,0,0,28,0,0,58591,0,23753,0,0,0
4,medium,240,4,4,0.5,relocated_late,220,620,115,548,8,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,3674403950,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,1,0,1,0,0,0,640,1921,40,0,0,90,92,0.055,0.216,8,1.75,2,46,0.497,0,0,26,58.2,0.27,137,0,137,671,0,17.125,0,0,0,212,0,0,0,0,28,0,80,91,0,40,0,0,0,0,0,28,0,0,39142,0,23363,0,0,0
4,medium,240,4,4,0.5,relocated_total,220,620,117,558,8,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,3674403950,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,158,54,28,0,1,0,1,0,0,0,640,1921,40,0,0,90,92,0.055,0.216,8,1.75,2,46,0.497,0,0,26,58.2,0.27,137,0,137,671,0,17.125,0,0,0,212,0,0,0,0,28,0,80,91,0,40,0,0,0,0,0,28,0,0,39142,0,23363,0,0,0
5,medium,240,4,4,0.5,initial_food,960,180,28,139,4,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,1332254153,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,0,0,0,0,0,0,0,150,1952,70,0,0,86,90,0.055,0.207,12,1.61,4,72,0.524,0,0,25.9,59.2,0.24,28,0,28,139,0,7,0,0,0,201,7,0,0,0,32,0,71,65,0,70,0,0,0,0,0,32,0,0,54512,0,24629,0,0,0
5,medium,240,4,4,0.5,relocated_early,220,620,21,97,4.5,0.4-traffic-memory,provisional_behavioral_units,20,60,38,3.6,86400,1560829434,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,161,47,32,1,0,0,1,0,0,0,240,1944,52,0,0,87,91,0.055,0.292,12,1.82,7,63,0.49,0,0,25.9,59,0.25,49,0,49,236,0,10.889,0,0,0,202,6,0,0,0,32,0,72,82,0,52,0,0,0,0,0,32,0,0,47885,0,22192,0,0,0
